epoch,batch,update,tokens_seen,validation_loss,validation_perplexity,validation_bits_per_token,validation_token_accuracy,learning_rate,elapsed_seconds
1,1000,1000,16384000,5.25302630287698,191.1438532375428,7.578514996819905,0.2522332946336429,0.00019968536556581445,1485.6631386009976
1,2000,2000,32768000,4.781340159129801,119.26407583200543,6.898015736379811,0.28079447239422084,0.00019760077468170583,2976.2410950439516
1,3000,3000,49152000,4.549715425946026,94.60548221826852,6.56385188246835,0.29562129127966974,0.00019360663158096,4471.149302582955
1,4000,4000,65536000,4.390150678416155,80.65257066656244,6.3336486125063045,0.30702560629514963,0.0001877900019869031,5973.285310443956
1,5000,5000,81920000,4.27360855118286,71.78019132721772,6.16551386349218,0.31556775670794635,0.00018027767881860512,7465.901178780943
1,6000,6000,98304000,4.193128320085744,66.22965478290966,6.049405433198774,0.32219910990712075,0.000171233418314641,8959.403999591013
1,7000,7000,114688000,4.12467107782669,61.847462902457266,5.950642509278702,0.32681485423116613,0.00016085437041753049,10449.31040673703
1,7231,7231,118472704,4.11216076042876,61.07855120436703,5.932593936408761,0.32841121646026833,0.00015829042283738143,10804.77007075795
2,769,8000,131072000,4.0739685704218465,58.789811755173055,5.877494253285097,0.33082591589267285,0.00014936678123058172,11963.88333082106
2,1769,9000,147456000,4.026481400087276,56.0632994719897,5.808984748137563,0.3353892543859649,0.00013702106122648127,13450.45494763786
2,2769,10000,163840000,3.9894847810822007,54.02704643494468,5.755609909369283,0.33777170407636736,0.00012408632671253892,14943.575184197864
2,3769,11000,180224000,3.9582853602674106,52.367457601698575,5.710598659681177,0.34030734004127966,0.00011084453353962994,16435.519950886955
2,4769,12000,196608000,3.9300168040367103,50.90783311911048,5.6698157537940554,0.3438064370485036,9.758433093029202e-05,17959.122131309938
2,5769,13000,212992000,3.9082700691971124,49.81270486163394,5.63844184728544,0.3456043601651187,8.459476940237423e-05,19502.205984981963
2,6769,14000,229376000,3.8867415358284556,48.751771528436265,5.607382738956867,0.34782152992776055,7.215899994511043e-05,21017.65746682207
2,7231,14462,236945408,3.8799168455834483,48.420188551407726,5.597536792184791,0.3478013738390093,6.667643860071248e-05,21720.055683593033
3,538,15000,245760000,3.8750080309416117,48.18308524508929,5.59045486964437,0.34898655185758515,6.0548101795173965e-05,22536.532740222057
3,1538,16000,262144000,3.85758927682851,47.35106336019061,5.565324919466934,0.3503732907636739,5.001517335700153e-05,24039.645804277854
3,2538,17000,278528000,3.8469151948627673,46.848322152500295,5.549925474348915,0.35136497033023734,4.078981507556489e-05,25550.332013916923
3,3538,18000,294912000,3.837561474495997,46.412159101105225,5.536430908361914,0.35290892672858615,3.307312452585244e-05,27058.00018457696
3,4538,19000,311296000,3.8300502883391485,46.064854701004386,5.5255945573422345,0.35319917440660475,2.7033312817844002e-05,28557.539404436946
3,5538,20000,327680000,3.8236852041585037,45.77257918895977,5.516411681959977,0.35406185500515996,2.280203787211172e-05,30056.544422888895
3,6538,21000,344064000,3.8185629829902767,45.53872136198293,5.50902187888224,0.3545456011351909,2.0471534494582614e-05,31546.594110484002
3,7231,21693,355418112,3.8171550014562774,45.47464880030001,5.506990590905476,0.35469475619195046,2e-05,32580.540795614943
